pickup_location_id,pickup_latitude,pickup_longitude
269,40.76987839,-73.95775604
270,40.74765778,-73.98946381
271,40.75125885,-73.99401855
272,40.7364769,-73.99329376
273,40.76340866,-73.98322296
274,40.70663071,-74.00280762
275,40.78290176,-73.97116852
276,40.77362823,-73.98162079
277,40.76956177,-73.96372223
278,40.72294998,-74.00802612
279,40.75283051,-73.98555756
280,40.76377106,-73.95871735
281,40.77577972,-73.9604187
282,40.75408936,-73.99197388
283,40.78954697,-73.97009277
284,40.7782402,-73.95644379
285,40.69350815,-73.99671936
286,40.70143127,-74.0123291
287,40.77064896,-73.98741913
288,40.73598862,-73.98516846
289,40.77088547,-73.96192169
290,40.75067902,-73.99105835
291,40.77206421,-73.99020386
292,40.77412033,-73.9489975
293,40.73863983,-74.00639343
294,40.79271317,-73.96408081
295,40.77127075,-73.95330811
296,40.79426956,-73.93973541
297,40.76884842,-73.96115875
298,40.74860382,-73.9887619
299,40.68835831,-73.98932648
300,40.75323105,-73.98062134
301,40.7612915,-73.99942017
302,40.6581192,-73.92576599
303,40.7743187,-73.95748138
304,40.77175903,-73.9827652
305,40.77866364,-73.95372009
306,40.8133812,-73.94895172
307,40.6448822,-73.78222656
308,40.7819519,-73.97917938
309,40.76214981,-73.98648071
310,40.77201843,-73.95600128
311,40.75510025,-73.99506378
312,40.73764801,-74.00461578
313,40.73924255,-73.98801422
314,40.7720108,-73.98644257
315,40.76169968,-73.96656799
316,40.74560547,-73.9782486
317,40.78268814,-73.94817352
318,40.77906418,-73.95676422
319,40.7811203,-73.95220947
320,40.75064087,-73.99095917
321,40.74988937,-73.99137878
322,40.77124023,-73.86637115
323,40.6791954,-73.99558258
324,40.72679138,-73.98596954
325,40.77993011,-73.98387146
326,40.73687363,-73.87727356
327,40.7632637,-73.96542358
328,40.77799606,-73.9457016
329,40.75836563,-73.98941803
330,40.76540756,-73.9796524
331,40.78929901,-73.97059631
332,40.74045181,-73.97917938
333,40.76887894,-73.95223999
334,40.74290085,-73.99655914
335,40.77045822,-73.95400238
336,40.74560928,-73.978302
337,40.77767181,-73.95294189
338,40.74522018,-73.99819183
339,40.74303436,-73.97411346
340,40.76250839,-73.92935181
341,40.7742691,-73.9812088
342,40.66199112,-73.96157074
343,40.7048111,-74.01334381
344,40.74700165,-73.98358154
345,40.77151871,-73.95070648
346,40.77285004,-73.96256256
347,40.74082947,-74.00544739
348,40.71000671,-74.01641083
349,40.7659111,-73.99093628
350,40.6533432,-73.95935059
351,40.78519058,-73.97144318
352,40.74757004,-73.97377777
353,40.77775955,-73.98899078
354,40.64608383,-73.77635956
355,40.76406479,-73.90210724
356,40.72731018,-73.99138641
357,40.75191116,-73.97370148
358,40.74615097,-73.97956085
359,40.7208519,-73.98114014
360,40.71974945,-73.9986496
361,40.77337646,-73.96016693
362,40.73429489,-74.00619507
363,40.76608276,-73.9907074
364,40.76779556,-73.96392059
365,40.75842667,-73.98863983
366,0,0
367,40.83427811,-73.9449234
368,40.78004456,-73.95511627
369,40.71511459,-74.01609802
370,40.78309631,-73.97814941
371,40.78577423,-73.97065735
372,40.79114151,-73.95334625
373,40.74266434,-73.99294281
374,40.74943161,-73.99167633
375,40.74977112,-73.99152374
376,40.74066925,-73.98738098
377,40.77016068,-73.98770142
378,40.76329803,-73.95921326
379,40.78674698,-73.95437622
380,40.74504852,-74.00241089
381,40.74140167,-74.001297
382,40.72885132,-74.00045013
383,40.75896072,-73.98429871
384,40.77300262,-73.94824219
385,40.75286102,-73.98068237
386,40.78918839,-73.9777298
387,40.75007629,-73.99145508
388,40.71092987,-74.01577759
389,40.75559998,-73.9616394
390,40.77348328,-73.98522186
391,40.75415039,-73.97746277
392,40.74858093,-73.98838806
393,40.73992157,-74.00244904
394,40.74611664,-73.98164368
395,40.75387955,-73.98146057
396,40.76842117,-73.89544678
397,40.74184036,-73.98938751
398,40.72397614,-73.9925766
399,40.78033066,-73.94748688
400,40.76541901,-73.9577713
401,40.76128006,-73.9978714
402,40.80521393,-73.93927002
403,40.7498703,-73.97273254
404,40.69908524,-73.9352951
405,40.74790955,-73.98098755
406,40.7557106,-73.99085236
407,40.80213165,-73.95706177
408,40.80213165,-73.95706177
409,40.71704102,-74.01399231
410,40.75062561,-73.99467468
411,40.7518692,-73.98944092
412,40.80125046,-73.94203186
413,40.76557541,-73.98351288
414,40.78289032,-73.94600677
415,40.75680161,-73.98995972
416,40.76632309,-73.96426392
417,40.75696182,-73.99369049
418,40.77922058,-73.94760132
419,40.78628159,-73.97241974
420,40.73764038,-73.98406982
421,40.76647568,-73.95392609
422,40.77535629,-73.98793793
423,40.77481461,-73.95085144
424,40.7313118,-73.98822021
425,40.76133728,-73.98937225
426,40.74053574,-73.99649048
427,40.75495911,-73.97329712
428,40.64693069,-73.78955841
429,40.78234863,-73.95252228
430,40.77600861,-73.94428253
431,40.73327255,-73.99983215
432,40.76037979,-74.00286865
433,40.84185028,-73.93929291
434,40.76152039,-74.00032806
435,0,0
436,40.77742004,-73.98291016
437,40.64527893,-73.78060913
438,40.77860641,-73.9779129
439,40.73392105,-74.00627899
440,40.74277115,-73.99291229
441,40.77384186,-73.95149994
442,40.72880173,-73.97554016
443,40.7696228,-73.95786285
444,40.7796402,-73.95371246
445,40.7604599,-74.00286102
446,40.74048233,-73.97580719
447,40.76646042,-73.96263123
448,40.74564362,-73.97813416
449,40.67930603,-73.99963379
450,40.74663925,-73.98634338
451,40.71815109,-73.81561279
452,40.74499893,-73.98512268
453,40.76371765,-73.97123718
454,40.78274918,-73.94602203
455,40.7374382,-73.98986816
456,40.73086166,-73.98300171
457,40.71800613,-74.01456451
458,40.77196121,-73.95279694
459,40.77944946,-73.97738647
460,40.76903534,-73.98843384
461,40.79256058,-73.97518158
462,40.74065781,-73.99446106
463,40.72806168,-73.99520874
464,40.7519989,-73.97557068
465,40.7835083,-73.97086334
466,40.77783585,-73.94944763
467,40.78173447,-73.98300934
468,40.77352905,-73.94940948
469,40.74937439,-73.98170471
470,40.73461151,-73.99865723
471,40.75041199,-73.97399139
472,40.77529907,-73.9535675
473,40.75033188,-73.99459076
474,40.78427124,-73.9702301
475,40.77286911,-73.86857605
476,40.75123215,-73.97554016
477,40.76357651,-73.96730804
478,40.78308487,-73.94474792
479,0,0
480,40.77250671,-73.95079803
481,40.76488113,-73.96130371
482,40.7697525,-73.8638916
483,40.74729919,-73.98943329
484,40.73342133,-73.9759903
485,40.73231125,-73.98091125
486,40.74966812,-73.98181152
487,40.76705933,-73.95366669
488,40.71916962,-74.00875092
489,40.76864243,-73.96148682
490,40.67488861,-73.99780273
491,40.81062317,-73.96189117
492,0,0
493,40.75564957,-73.99092102
494,40.77191925,-73.94988251
495,40.77381516,-73.95191193
496,40.77846909,-73.95638275
497,40.75587845,-73.99040222
498,40.77754593,-73.9786911
499,40.78644943,-73.95285034
500,40.75577927,-73.96484375
501,40.75307846,-73.97814941
502,40.76922989,-73.98146057
503,40.7743988,-73.95458221
504,40.75154114,-73.97712708
505,40.77099991,-73.98342896
506,40.76213074,-73.96611023
507,40.7518692,-73.99371338
508,40.77140045,-73.95030975
509,40.75571442,-73.98223114
510,40.75219727,-73.97832489
511,40.7723465,-73.94960022
512,40.76868057,-73.98519135
513,40.73382187,-73.98677063
514,40.79364014,-73.97270966
515,40.74544525,-73.98235321
516,40.73837662,-73.991539
517,40.75300598,-73.97193146
518,40.76601028,-73.95233154
519,40.75065613,-73.99452209
520,40.7701416,-73.99163055
521,40.77477264,-73.95095062
522,40.78133011,-73.97226715
523,40.7476387,-74.00388336
524,40.79576874,-73.96917725
525,40.74505615,-73.99519348
526,40.75579071,-73.98635864
527,40.71485901,-74.01528931
528,40.7360611,-74.00566101
529,40.74896622,-73.98834991
530,40.73267365,-73.98153687
531,40.76319122,-73.98155975
532,40.74309921,-74.00012207
533,40.7596817,-73.9848938
534,40.72704697,-73.99980164
535,40.73091888,-73.98130035
536,40.72466278,-73.99232483
537,40.76831818,-73.95552063
538,40.75407028,-73.97896576
539,40.71967316,-73.98283386
540,40.7519989,-73.97541809
541,40.75018692,-73.99478149
542,40.76281357,-73.9597168
543,40.64635468,-73.77706146
544,40.74320221,-73.99642181
545,40.78004837,-73.98444366
546,40.73934937,-73.98001099
547,40.80313873,-73.95632172
548,40.75854874,-73.9702301
549,40.77532959,-73.9475174
550,40.76673126,-73.98686981
551,40.76221466,-73.98480988
552,40.74653244,-73.99016571
553,40.7814827,-73.95211029
554,40.75564575,-73.99051666
555,40.72886658,-73.98429108
556,40.7439003,-73.97956848
557,40.77959061,-73.955513
558,40.76896667,-73.98214722
559,40.7331543,-73.99984741
560,40.71606827,-74.00566101
561,40.73474503,-73.99067688
562,40.72364044,-74.01134491
563,40.72639084,-73.99845123
564,40.76540756,-73.96618652
565,40.75915909,-73.98640442
566,40.79059982,-73.97666931
567,40.7064209,-74.00608826
568,40.7481575,-73.98081207
569,40.74993896,-73.99152374
570,40.76934052,-73.86377716
571,40.75070572,-73.99103546
572,40.77313614,-73.96019745
573,40.78176117,-73.97953033
574,40.78847885,-73.97817993
575,40.74863434,-74.00649261
576,40.77554703,-73.95335388
577,40.77212143,-73.9525528
578,40.76203918,-73.97921753
579,40.75671768,-73.98972321
580,40.74559784,-73.97828674
581,40.77569962,-73.94641876
582,40.78361893,-73.95439911
583,40.77054977,-73.94860077
584,40.77179337,-73.87612915
585,40.78322983,-73.97775269
586,40.74565125,-73.91004944
587,40.76231003,-73.96591187
588,40.76377869,-73.98921204
589,40.7497673,-73.99119568
590,40.77441788,-73.95760345
591,40.69589996,-73.99381256
592,40.71511841,-74.01563263
593,40.74156952,-73.99741364
594,40.73271179,-73.9836731
595,40.64477921,-73.7818222
596,40.765625,-73.97985077
597,40.73535156,-73.98555756
598,40.76804352,-73.95298004
599,40.74406815,-73.99191284
600,40.74913406,-73.99702454
601,40.74583054,-73.9779892
602,40.7421875,-73.98112488
603,40.76023102,-73.96128082
604,40.73165131,-73.86589813
605,40.75579834,-73.99056244
606,40.72869873,-73.98444366
607,40.77524948,-73.94770813
608,40.78749084,-73.97907257
609,40.76942062,-73.98516083
610,40.74166107,-74.00121307
611,40.77993011,-73.9770813
612,40.7549324,-73.97094727
613,40.77391052,-73.94547272
614,40.73638153,-73.98493958
615,40.74370956,-73.98378754
616,40.73205566,-74.00079346
617,40.75588989,-73.97052002
618,40.79174042,-73.96473694
619,40.73293304,-73.97801971
620,40.77401352,-73.87286377
621,40.74780273,-74.0039978
622,40.76726151,-73.96312714
623,40.77442551,-73.95587921
624,40.7773819,-73.95502472
625,40.77708054,-73.95235443
626,40.65182877,-73.78601074
627,40.64728928,-73.78951263
628,40.74297714,-73.98458862
629,40.73386002,-73.97792816
630,40.73859024,-74.00809479
631,40.73615646,-73.97900391
632,40.74975967,-73.99159241
633,40.75123978,-73.99410248
634,40.70598602,-74.009552
635,40.74407959,-73.97148132
636,40.76581955,-73.9803772
637,40.78254318,-73.95574951
638,40.78502655,-73.94909668
639,40.72201538,-73.99731445
640,40.73767471,-74.00485992
641,40.77652359,-73.95269775
642,40.74988174,-73.99170685
643,40.72970963,-73.98369598
644,40.64717102,-73.78912354
645,40.75630188,-73.96248627
646,40.73008728,-73.99284363
647,0,0
648,40.7600975,-73.96767426
649,40.77017212,-73.9516983
650,40.74002075,-73.99484253
651,40.71879196,-73.98799133
652,40.76454163,-73.93482971
653,40.75562668,-73.99060059
654,40.71886063,-74.00868988
655,40.75065994,-73.99085236
656,40.76134872,-74.00003815
657,40.58744431,-73.95970917
658,40.77919769,-73.95791626
659,40.76388168,-73.95604706
660,40.74391937,-73.99150848
661,40.7210083,-73.99745178
662,40.78649139,-73.96871948
663,40.74473572,-73.98330688
664,40.77776718,-73.96315765
665,40.72283936,-73.98317719
666,40.68964767,-73.99012756
667,40.75521088,-73.99008179
668,40.79842377,-73.95983124
669,40.73728561,-73.99681091
670,40.73963928,-73.99887085
671,40.7776413,-73.95905304
672,40.77967834,-73.98394012
673,40.76950073,-73.86273956
674,40.80105591,-73.96897125
675,40.77875519,-73.95116425
676,40.64476776,-73.78205872
677,40.81408691,-73.95974731
678,40.73395157,-74.00723267
679,40.6897583,-73.98999023
680,40.76993942,-73.86334991
681,40.76789856,-73.95610809
682,40.75918961,-73.96859741
683,40.73790359,-73.98378754
684,40.72264099,-74.00814056
685,40.751091,-73.99420929
686,40.75213242,-73.97646332
687,40.73981094,-73.98648834
688,40.75047684,-73.97732544
689,40.79874039,-73.96127319
690,40.81235123,-73.9380188
691,40.77571106,-73.95027924
692,40.7190094,-73.98947906
693,40.76107025,-73.96904755
694,40.75563812,-73.99073792
695,40.77325821,-73.94911194
696,40.75102234,-73.99432373
697,40.73961639,-73.98267365
698,40.75838089,-73.96591187
699,40.75088882,-73.99038696
700,40.7990799,-73.94130707
701,40.73014832,-73.98048401
702,40.75457382,-73.96556854
703,40.79496765,-73.96238708
704,40.75107574,-73.99424744
705,40.77059555,-73.96411896
706,40.69481277,-73.94134521
707,40.7712822,-73.95007324
708,40.76620865,-73.98298645
709,40.78039169,-73.94544983
710,40.78611755,-73.97995758
711,40.83489227,-73.94443512
712,40.73342133,-73.99977875
713,40.74798584,-73.97815704
714,40.76361847,-73.9673996
715,40.73376846,-73.9868927
716,40.76353836,-73.96468353
717,40.73477173,-73.99463654
718,40.76299667,-73.96634674
719,40.74292374,-73.98027802
720,40.73889923,-73.99578094
721,40.75376892,-73.98155975
722,40.75728226,-73.97333527
723,40.78790283,-73.95199585
724,40.74988174,-73.99167633
725,40.73023987,-73.85076904
726,40.77737045,-73.94631958
727,40.75342178,-73.99263
728,40.72576904,-73.99479675
729,40.79449844,-73.97214508
730,40.73672867,-74.0011673
731,40.74933243,-73.99176788
732,40.76330185,-73.96327972
733,40.76459885,-73.98053741
734,40.77236176,-73.94624329
735,40.73264313,-73.98171234
736,40.73855972,-73.98535919
737,40.70132828,-74.01216888
738,40.72842026,-73.99066162
739,40.76098251,-73.95787811
740,40.76334381,-73.97749329
741,40.76039124,-73.96942902
742,40.75680161,-73.99025726
743,40.75194931,-73.97507477
744,40.78749466,-73.96791077
745,40.74580383,-73.9801712
746,40.72750092,-74.00084686
747,40.68719864,-73.99965668
748,40.76570511,-73.9797287
749,40.78007889,-73.94703674
750,40.77176666,-73.94924927
751,40.75889587,-73.98944092
752,40.77899933,-73.95851135
753,40.80424118,-73.94599152
754,40.72957611,-73.98828888
755,40.7717514,-73.97904205
756,40.77463913,-73.98230743
757,40.69036102,-73.93460846
758,40.80286789,-73.96791077
759,40.75741577,-73.98249054
760,40.75251007,-73.97837067
761,40.76999283,-73.86401367
762,40.74285889,-73.9872818
763,40.75741959,-73.98238373
764,40.82030869,-73.95513916
765,40.64471054,-73.78182983
766,40.72672653,-74.00009918
767,40.74600983,-73.98203278
768,40.75822067,-73.97077179
769,40.7626152,-73.96591187
770,40.77739716,-73.9821701
771,40.64635086,-73.79003906
772,40.78723907,-73.97905731
773,40.71560669,-74.00912476
774,40.71932983,-73.98777771
775,40.78535461,-73.96965027
776,40.73921967,-73.98017883
777,40.78188324,-73.97190094
778,40.75381088,-73.91490936
779,40.74528885,-73.99117279
780,40.72125244,-74.00518036
781,40.7694664,-73.8636322
782,40.80205154,-73.96795654
783,40.74804306,-73.98918915
784,40.73091507,-73.98132324
785,40.73786545,-73.98783875
786,40.75603867,-73.99079132
787,40.75059128,-73.99461365
788,40.73320007,-73.97575378
789,40.74383926,-74.00335693
790,40.76987839,-73.86341095
791,40.7793808,-73.95332336
792,40.76901245,-73.9552002
793,40.72702408,-73.98564911
794,40.75482178,-73.97988892
795,40.76990128,-73.9825592
796,40.75585556,-73.99053955
797,40.74507141,-73.9849472
798,40.69403839,-73.9963913
799,40.76982117,-73.95776367
800,40.74017715,-74.00222778
801,40.77084351,-73.9475708
802,40.72464371,-73.99419403
803,40.73461533,-73.99013519
804,40.73329926,-73.97962952
805,40.75161743,-73.97094727
806,40.77051926,-73.98383331
807,40.77721024,-73.95915985
808,40.76702118,-73.9863739
809,40.74873734,-74.00685883
810,40.70737839,-74.01412964
811,40.74526215,-73.97238922
812,40.72928238,-73.98725891
813,40.78179932,-73.9829483
814,40.74559021,-74.0019455
815,40.64485931,-73.78185272
816,40.78084183,-73.98375702
817,40.68847275,-73.99520874
818,40.75328064,-73.98109436
819,40.70620346,-74.00747681
820,40.74094009,-73.98165894
821,40.7710762,-73.8664093
822,40.7589035,-73.96579742
823,40.76395035,-73.95597839
824,40.76964188,-73.95466614
825,40.76207733,-73.978302
826,40.77074814,-73.95082092
827,40.64490128,-73.78220367
828,40.71437073,-74.00267029
829,40.70615005,-74.01687622
830,40.76052094,-73.97647095
831,40.75193024,-73.97518921
832,40.77128601,-73.9582901
833,40.76543045,-73.95776367
834,40.77001953,-73.95719147
835,40.71647263,-74.01449585
836,40.75209427,-73.97517395
837,40.76394272,-73.97922516
838,40.77706909,-73.94629669
839,40.77045441,-73.95404053
840,40.73006058,-73.99262238
841,40.75754929,-73.96372223
842,40.776577,-73.95267487
843,40.77233887,-73.9796524
844,40.7765007,-73.98941803
845,40.7569046,-73.99013519
846,40.75376129,-73.97702789
847,40.73699951,-73.98438263
848,40.73215103,-73.99619293
849,40.77772903,-73.95157623
850,40.73239136,-73.9932785
851,40.76673889,-73.96317291
852,40.75983047,-73.97489166
853,40.7442131,-73.97319031
854,40.75081253,-73.99108124
855,40.76628876,-73.98214722
856,40.74916077,-73.9914093
857,40.74926758,-73.99165344
858,40.77922821,-73.98784637
859,40.78164673,-73.94593048
860,40.7751503,-73.98802948
861,40.74993134,-73.99143219
862,40.74459839,-73.98701477
863,40.71827316,-74.00829315
864,40.74472046,-73.99143219
865,40.76996994,-73.86341095
866,40.76874161,-73.98513794
867,0,0
868,40.78715134,-73.9540329
869,40.74491882,-73.99537659
870,40.71842575,-73.98719025
871,40.75104523,-73.99816132
872,40.73001099,-73.98355103
873,40.76422119,-73.90211487
874,40.74544907,-73.98016357
875,40.74526596,-73.97923279
876,40.7491188,-73.99199677
877,40.76982117,-73.86356354
878,40.74780273,-73.97666931
879,40.72611618,-73.99185944
880,40.72679901,-74.00347137
881,40.7786293,-73.97794342
882,40.74840927,-73.97802734
883,40.76433182,-73.9825592
884,40.77675629,-73.94659424
885,40.77295303,-73.95251465
886,40.76532745,-73.97541809
887,40.7577095,-73.99317932
888,40.75120544,-73.99124908
889,40.76819992,-73.989151
890,40.76925659,-73.98851013
891,40.76347733,-73.96386719
892,40.71968842,-74.00973511
893,40.73397827,-73.98661804
894,40.76298904,-73.98966217
895,40.76425552,-73.95587921
896,40.7497673,-73.97942352
897,40.77978134,-73.95019531
898,40.78504944,-73.95368195
899,40.77817917,-73.95439148
900,40.74642181,-74.00119781
901,40.75120163,-73.99401855
902,40.77690506,-73.95558929
903,40.77099609,-73.96303558
904,40.67506027,-73.99877167
905,40.80028152,-73.96582794
906,40.73592758,-73.98529053
907,40.73462296,-73.99449158
908,40.75196075,-74.00457001
909,40.74068069,-73.98188782
910,40.75232315,-73.97496796
911,40.74058914,-73.98197937
912,40.76021957,-73.96446991
913,40.77691269,-73.95536804
914,40.77135468,-73.95662689
915,40.78076935,-73.94434357
916,40.76509857,-73.96843719
917,40.72539139,-73.99700165
918,40.76229095,-73.98634338
919,40.81366348,-73.9599762
920,40.73260117,-73.98484039
921,40.7593689,-73.99559784
922,40.77151108,-73.95332336
923,40.76906586,-73.98854828
924,40.73833847,-73.97789001
925,40.78216934,-73.97547913
926,40.78503036,-73.94950867
927,40.74658585,-73.97254944
928,40.71886444,-74.00510406
929,40.78435135,-73.97012329
930,40.76759338,-73.96633148
931,40.8102684,-73.94757843
932,40.71092606,-74.015625
933,40.75120926,-73.99410248
934,40.78699112,-73.97353363
935,40.75059891,-73.99100494
